backbone,method,condition,seed,auc
siglip2-giant,sar,motion_blur_4,123,0.680856378479138
siglip2-giant,sar,motion_blur_5,123,0.6809743339811107
siglip2-giant,sar,brightness_1,2024,0.8313539049421834
siglip2-giant,sar,brightness_2,2024,0.8317759648912703
siglip2-giant,sar,brightness_3,2024,0.8336931503428217
siglip2-giant,sar,brightness_4,2024,0.8140650074401069
siglip2-giant,sar,brightness_5,2024,0.8056737044661845
siglip2-giant,sar,gaussian_noise_1,2024,0.762717255740024
siglip2-giant,sar,gaussian_noise_2,2024,0.6300497941916379
siglip2-giant,sar,gaussian_noise_3,2024,0.5387613263378057
siglip2-giant,sar,gaussian_noise_4,2024,0.5309398022859156
siglip2-giant,sar,gaussian_noise_5,2024,0.5143473146390023
siglip2-giant,sar,jpeg_compression_1,2024,0.4978018341661659
siglip2-giant,sar,jpeg_compression_2,2024,0.398277868366852
siglip2-giant,sar,jpeg_compression_3,2024,0.3765314066377139
siglip2-giant,sar,jpeg_compression_4,2024,0.3737891756276216
siglip2-giant,sar,jpeg_compression_5,2024,0.4033819955558968
siglip2-giant,sar,motion_blur_1,2024,0.7039338647733488
siglip2-giant,sar,motion_blur_2,2024,0.704200262572944
siglip2-giant,sar,motion_blur_3,2024,0.7005732893936145
siglip2-giant,sar,motion_blur_4,2024,0.6874594219277512
siglip2-giant,sar,motion_blur_5,2024,0.6682447483773409
siglip2-giant,source_only,brightness_1,42,0.8350202010871376
siglip2-giant,source_only,brightness_2,42,0.8338601445789214
siglip2-giant,source_only,brightness_3,42,0.8397019468494612
siglip2-giant,source_only,brightness_4,42,0.8238681776741855
siglip2-giant,source_only,brightness_5,42,0.8198205331505504
siglip2-giant,source_only,gaussian_noise_1,42,0.740123611145252
siglip2-giant,source_only,gaussian_noise_2,42,0.5992673194879582
siglip2-giant,source_only,gaussian_noise_3,42,0.5242539426267419
siglip2-giant,source_only,gaussian_noise_4,42,0.5203758596953134
siglip2-giant,source_only,gaussian_noise_5,42,0.4751468409228548
siglip2-giant,source_only,jpeg_compression_1,42,0.47493272788849933
siglip2-giant,source_only,jpeg_compression_2,42,0.4014929840470153
siglip2-giant,source_only,jpeg_compression_3,42,0.3936213452039169
siglip2-giant,source_only,jpeg_compression_4,42,0.39069529149656446
siglip2-giant,source_only,jpeg_compression_5,42,0.4380296940856342
siglip2-giant,source_only,motion_blur_1,42,0.6629816772879544
siglip2-giant,source_only,motion_blur_2,42,0.6707368608580399
siglip2-giant,source_only,motion_blur_3,42,0.6692793527037519
siglip2-giant,source_only,motion_blur_4,42,0.6658959345521162
siglip2-giant,source_only,motion_blur_5,42,0.6672185828388295
siglip2-giant,source_only,brightness_1,123,0.8376913141005828
siglip2-giant,source_only,brightness_2,123,0.8364373861231609
siglip2-giant,source_only,brightness_3,123,0.838871351336762
siglip2-giant,source_only,brightness_4,123,0.8197691994233123
siglip2-giant,source_only,brightness_5,123,0.8109527065583358
siglip2-giant,source_only,gaussian_noise_1,123,0.7582949915431918
siglip2-giant,source_only,gaussian_noise_2,123,0.625849626390412
siglip2-giant,source_only,gaussian_noise_3,123,0.5460468042944258
siglip2-giant,source_only,gaussian_noise_4,123,0.5369255283073294
siglip2-giant,source_only,gaussian_noise_5,123,0.5175877020331925
siglip2-giant,source_only,jpeg_compression_1,123,0.49742057062186074
siglip2-giant,source_only,jpeg_compression_2,123,0.38428218775019685
siglip2-giant,source_only,jpeg_compression_3,123,0.3809489647591779
siglip2-giant,source_only,jpeg_compression_4,123,0.3802720221607564
siglip2-giant,source_only,jpeg_compression_5,123,0.42642866464688967
siglip2-giant,source_only,motion_blur_1,123,0.6928126674935494
siglip2-giant,source_only,motion_blur_2,123,0.7022630026291197
siglip2-giant,source_only,motion_blur_3,123,0.692458800987631
siglip2-giant,source_only,motion_blur_4,123,0.6807364494616883
siglip2-giant,source_only,motion_blur_5,123,0.6807921276019563
siglip2-giant,source_only,brightness_1,2024,0.8313801276942118
siglip2-giant,source_only,brightness_2,2024,0.8318273388032129
siglip2-giant,source_only,brightness_3,2024,0.8336867743697421
siglip2-giant,source_only,brightness_4,2024,0.8141453009442319
siglip2-giant,source_only,brightness_5,2024,0.8057286592817755
siglip2-giant,source_only,gaussian_noise_1,2024,0.7628125381388469
siglip2-giant,source_only,gaussian_noise_2,2024,0.6304877896084569
siglip2-giant,source_only,gaussian_noise_3,2024,0.5390666407910156
siglip2-giant,source_only,gaussian_noise_4,2024,0.5294653093966173
siglip2-giant,source_only,gaussian_noise_5,2024,0.5127952384806342
siglip2-giant,source_only,jpeg_compression_1,2024,0.4978461266402203
siglip2-giant,source_only,jpeg_compression_2,2024,0.39840480738271566
siglip2-giant,source_only,jpeg_compression_3,2024,0.3764953743528732
siglip2-giant,source_only,jpeg_compression_4,2024,0.3734087247073363
siglip2-giant,source_only,jpeg_compression_5,2024,0.40279303959998713
siglip2-giant,source_only,motion_blur_1,2024,0.703754471323494
siglip2-giant,source_only,motion_blur_2,2024,0.7039896500728284
siglip2-giant,source_only,motion_blur_3,2024,0.7002423906786777
siglip2-giant,source_only,motion_blur_4,2024,0.6872299672662938
siglip2-giant,source_only,motion_blur_5,2024,0.6678109768194389
siglip2-giant,tent,brightness_1,42,0.8349785875933686
siglip2-giant,tent,brightness_2,42,0.8338050468843821
siglip2-giant,tent,brightness_3,42,0.8396320031391726
siglip2-giant,tent,brightness_4,42,0.8238978697056837
siglip2-giant,tent,brightness_5,42,0.8197818129554899
siglip2-giant,tent,gaussian_noise_1,42,0.7396056213771066
siglip2-giant,tent,gaussian_noise_2,42,0.5990371727565937
siglip2-giant,tent,gaussian_noise_3,42,0.5242854876196043
siglip2-giant,tent,gaussian_noise_4,42,0.5205963308428799
siglip2-giant,tent,gaussian_noise_5,42,0.47524185542364894
siglip2-giant,tent,jpeg_compression_1,42,0.47484054864184067
siglip2-giant,tent,jpeg_compression_2,42,0.40148552755188716
siglip2-giant,tent,jpeg_compression_3,42,0.3937746185959875
siglip2-giant,tent,jpeg_compression_4,42,0.39075114823551815
siglip2-giant,tent,jpeg_compression_5,42,0.4380896139446877
siglip2-giant,tent,motion_blur_1,42,0.6630998560382844
siglip2-giant,tent,motion_blur_2,42,0.6708622371354037
siglip2-giant,tent,motion_blur_3,42,0.6693314945900432
siglip2-giant,tent,motion_blur_4,42,0.6659785810939254
siglip2-giant,tent,motion_blur_5,42,0.6673452450267303
siglip2-giant,tent,brightness_1,123,0.8376499774347768
siglip2-giant,tent,brightness_2,123,0.8364373280785881
siglip2-giant,tent,brightness_3,123,0.8388594745241629
siglip2-giant,tent,brightness_4,123,0.8197598006674771
siglip2-giant,tent,brightness_5,123,0.8109226216097292
siglip2-giant,tent,gaussian_noise_1,123,0.7579040033004498
siglip2-giant,tent,gaussian_noise_2,123,0.6255402488171022
siglip2-giant,tent,gaussian_noise_3,123,0.5457650648677287
siglip2-giant,tent,gaussian_noise_4,123,0.538115843897871
siglip2-giant,tent,gaussian_noise_5,123,0.5194272059863971
siglip2-giant,tent,jpeg_compression_1,123,0.49717166656353023
siglip2-giant,tent,jpeg_compression_2,123,0.3840883635265373
siglip2-giant,tent,jpeg_compression_3,123,0.3808374834595618
siglip2-giant,tent,jpeg_compression_4,123,0.38037422525865017
siglip2-giant,tent,jpeg_compression_5,123,0.4266472247885192
siglip2-giant,tent,motion_blur_1,123,0.6928279823308484
siglip2-giant,tent,motion_blur_2,123,0.702457255489625
siglip2-giant,tent,motion_blur_3,123,0.6925591198693907
siglip2-giant,tent,motion_blur_4,123,0.6807565418138298
siglip2-giant,tent,motion_blur_5,123,0.680955581119112
siglip2-giant,tent,brightness_1,2024,0.8313547309611048
siglip2-giant,tent,brightness_2,2024,0.831764489925714
siglip2-giant,tent,brightness_3,2024,0.8336877566625134
siglip2-giant,tent,brightness_4,2024,0.8140706109738708
siglip2-giant,tent,brightness_5,2024,0.8056777229366128
siglip2-giant,tent,gaussian_noise_1,2024,0.7627142195623671
siglip2-giant,tent,gaussian_noise_2,2024,0.6300006527632666
siglip2-giant,tent,gaussian_noise_3,2024,0.5387851246126757
siglip2-giant,tent,gaussian_noise_4,2024,0.5309307294726819
siglip2-giant,tent,gaussian_noise_5,2024,0.5142763305913693
siglip2-giant,tent,jpeg_compression_1,2024,0.4977645159707882
siglip2-giant,tent,jpeg_compression_2,2024,0.3982387999043544
siglip2-giant,tent,jpeg_compression_3,2024,0.3765458195516501
siglip2-giant,tent,jpeg_compression_4,2024,0.37383507548984746
siglip2-giant,tent,jpeg_compression_5,2024,0.40345057745120694
siglip2-giant,tent,motion_blur_1,2024,0.7039394013326057
siglip2-giant,tent,motion_blur_2,2024,0.7042175866454574
siglip2-giant,tent,motion_blur_3,2024,0.700542615069345
siglip2-giant,tent,motion_blur_4,2024,0.6874781658598158
siglip2-giant,tent,motion_blur_5,2024,0.6681791580100164
siglip2-so400m,sar,brightness_1,42,0.8225256156340163
siglip2-so400m,sar,brightness_2,42,0.8242053452029908
siglip2-so400m,sar,brightness_3,42,0.8231175631179115
siglip2-so400m,sar,brightness_4,42,0.8235009787763794
siglip2-so400m,sar,brightness_5,42,0.8241255428452513
siglip2-so400m,sar,gaussian_noise_1,42,0.6920772606153629
siglip2-so400m,sar,gaussian_noise_2,42,0.5667734050186576
siglip2-so400m,sar,gaussian_noise_3,42,0.48992080103219954
siglip2-so400m,sar,gaussian_noise_4,42,0.47989960645254837
siglip2-so400m,sar,gaussian_noise_5,42,0.454598392387612
siglip2-so400m,sar,jpeg_compression_1,42,0.5674079259642574
siglip2-so400m,sar,jpeg_compression_2,42,0.5409508658551202
siglip2-so400m,sar,jpeg_compression_3,42,0.5728752469755815
siglip2-so400m,sar,jpeg_compression_4,42,0.4690064662994905
siglip2-so400m,sar,jpeg_compression_5,42,0.4051278959379243
siglip2-so400m,sar,motion_blur_1,42,0.5863650914646533
siglip2-so400m,sar,motion_blur_2,42,0.5450467588136984
siglip2-so400m,sar,motion_blur_3,42,0.5371135391437694
siglip2-so400m,sar,motion_blur_4,42,0.5278149771713098
siglip2-so400m,sar,motion_blur_5,42,0.5766150320147355
siglip2-so400m,sar,brightness_1,123,0.8173423870870734
siglip2-so400m,sar,brightness_2,123,0.8188175854411803
siglip2-so400m,sar,brightness_3,123,0.817458208334752
siglip2-so400m,sar,brightness_4,123,0.8125857504308673
siglip2-so400m,sar,brightness_5,123,0.8053822671308538
siglip2-so400m,sar,gaussian_noise_1,123,0.6654780761371102
siglip2-so400m,sar,gaussian_noise_2,123,0.5252150535939859
siglip2-so400m,sar,gaussian_noise_3,123,0.4445274402141238
siglip2-so400m,sar,gaussian_noise_4,123,0.47904425716201066
siglip2-so400m,sar,gaussian_noise_5,123,0.4651016024951409
siglip2-so400m,sar,jpeg_compression_1,123,0.5417567567046196
siglip2-so400m,sar,jpeg_compression_2,123,0.5138003561640356
siglip2-so400m,sar,jpeg_compression_3,123,0.5397466999365026
siglip2-so400m,sar,jpeg_compression_4,123,0.4461168122430337
siglip2-so400m,sar,jpeg_compression_5,123,0.3947471509491823
siglip2-so400m,sar,motion_blur_1,123,0.5714933396449517
siglip2-so400m,sar,motion_blur_2,123,0.5036573260259648
siglip2-so400m,sar,motion_blur_3,123,0.5104191079864311
siglip2-so400m,sar,motion_blur_4,123,0.5086637865237329
siglip2-so400m,sar,motion_blur_5,123,0.5616219089931971
siglip2-so400m,sar,brightness_1,2024,0.8083929498254266
siglip2-so400m,sar,brightness_2,2024,0.8108895719229396
siglip2-so400m,sar,brightness_3,2024,0.80903701240581
siglip2-so400m,sar,brightness_4,2024,0.8077794544101013
siglip2-so400m,sar,brightness_5,2024,0.8012973847812493
siglip2-so400m,sar,gaussian_noise_1,2024,0.6520043323195546
siglip2-so400m,sar,gaussian_noise_2,2024,0.5060566207697037
siglip2-so400m,sar,gaussian_noise_3,2024,0.4212824328176903
siglip2-so400m,sar,gaussian_noise_4,2024,0.41451646271804415
siglip2-so400m,sar,gaussian_noise_5,2024,0.41623104135556643
siglip2-so400m,sar,jpeg_compression_1,2024,0.5519752269275315
siglip2-so400m,sar,jpeg_compression_2,2024,0.5053797719355924
siglip2-so400m,sar,jpeg_compression_3,2024,0.5278372394974826
siglip2-so400m,sar,jpeg_compression_4,2024,0.4284412575163437
siglip2-so400m,sar,jpeg_compression_5,2024,0.3743042274473873
siglip2-so400m,sar,motion_blur_1,2024,0.5603486298481792
siglip2-so400m,sar,motion_blur_2,2024,0.49581262879460475
siglip2-so400m,sar,motion_blur_3,2024,0.5014269588490985
siglip2-so400m,sar,motion_blur_4,2024,0.49261633741591465
siglip2-so400m,sar,motion_blur_5,2024,0.5325997699103169
siglip2-so400m,source_only,brightness_1,42,0.8225472707246578
siglip2-so400m,source_only,brightness_2,42,0.8241808771830494
siglip2-so400m,source_only,brightness_3,42,0.8231387092022988
siglip2-so400m,source_only,brightness_4,42,0.8235253307071752
siglip2-so400m,source_only,brightness_5,42,0.8241299854875582
siglip2-so400m,source_only,gaussian_noise_1,42,0.6924483976141889
siglip2-so400m,source_only,gaussian_noise_2,42,0.5672987262628512
siglip2-so400m,source_only,gaussian_noise_3,42,0.4905377969817646
siglip2-so400m,source_only,gaussian_noise_4,42,0.48061296978795187
siglip2-so400m,source_only,gaussian_noise_5,42,0.45566960051465794
siglip2-so400m,source_only,jpeg_compression_1,42,0.5675694461506403
siglip2-so400m,source_only,jpeg_compression_2,42,0.5412328196002402
siglip2-so400m,source_only,jpeg_compression_3,42,0.573391361457527
siglip2-so400m,source_only,jpeg_compression_4,42,0.46950131860790306
siglip2-so400m,source_only,jpeg_compression_5,42,0.4055270193507999
siglip2-so400m,source_only,motion_blur_1,42,0.5864181709940444
siglip2-so400m,source_only,motion_blur_2,42,0.5454131540174189
siglip2-so400m,source_only,motion_blur_3,42,0.5375795700892766
siglip2-so400m,source_only,motion_blur_4,42,0.5282639206875622
siglip2-so400m,source_only,motion_blur_5,42,0.5774588661550124
siglip2-so400m,source_only,brightness_1,123,0.8174490462221755
siglip2-so400m,source_only,brightness_2,123,0.8188829972098192
siglip2-so400m,source_only,brightness_3,123,0.8175474764228339
siglip2-so400m,source_only,brightness_4,123,0.8126664948966739
siglip2-so400m,source_only,brightness_5,123,0.8053761858456054
siglip2-so400m,source_only,gaussian_noise_1,123,0.6666898324998703
siglip2-so400m,source_only,gaussian_noise_2,123,0.5264773265949972
siglip2-so400m,source_only,gaussian_noise_3,123,0.4459971689834811
siglip2-so400m,source_only,gaussian_noise_4,123,0.4812664936337104
siglip2-so400m,source_only,gaussian_noise_5,123,0.4667702678755358
siglip2-so400m,source_only,jpeg_compression_1,123,0.5420456311488104
siglip2-so400m,source_only,jpeg_compression_2,123,0.5144694850699576
siglip2-so400m,source_only,jpeg_compression_3,123,0.5405096913816959
siglip2-so400m,source_only,jpeg_compression_4,123,0.44698949007105176
siglip2-so400m,source_only,jpeg_compression_5,123,0.3953436705594314
siglip2-so400m,source_only,motion_blur_1,123,0.5716214842019438
siglip2-so400m,source_only,motion_blur_2,123,0.5043281873391381
siglip2-so400m,source_only,motion_blur_3,123,0.5111341054998089
siglip2-so400m,source_only,motion_blur_4,123,0.5093579996150618
siglip2-so400m,source_only,motion_blur_5,123,0.562948205158066
siglip2-so400m,source_only,brightness_1,2024,0.8083893778517126
siglip2-so400m,source_only,brightness_2,2024,0.8108661219155068
siglip2-so400m,source_only,brightness_3,2024,0.8090061818076907
siglip2-so400m,source_only,brightness_4,2024,0.8077956533108948
siglip2-so400m,source_only,brightness_5,2024,0.8014063210495941
siglip2-so400m,source_only,gaussian_noise_1,2024,0.6522953097632695
siglip2-so400m,source_only,gaussian_noise_2,2024,0.5068150088337731
siglip2-so400m,source_only,gaussian_noise_3,2024,0.4218579894072051
siglip2-so400m,source_only,gaussian_noise_4,2024,0.41534215569682087
siglip2-so400m,source_only,gaussian_noise_5,2024,0.41714312251861774
siglip2-so400m,source_only,jpeg_compression_1,2024,0.55235201657476
siglip2-so400m,source_only,jpeg_compression_2,2024,0.5057164081333074
siglip2-so400m,source_only,jpeg_compression_3,2024,0.5284679920108141
siglip2-so400m,source_only,jpeg_compression_4,2024,0.42892588504999973
siglip2-so400m,source_only,jpeg_compression_5,2024,0.37460012081992633
siglip2-so400m,source_only,motion_blur_1,2024,0.5604242887164104
siglip2-so400m,source_only,motion_blur_2,2024,0.4963578459323857
siglip2-so400m,source_only,motion_blur_3,2024,0.5020098156598913
siglip2-so400m,source_only,motion_blur_4,2024,0.49313204112088305
siglip2-so400m,source_only,motion_blur_5,2024,0.5336340795488965
siglip2-so400m,tent,brightness_1,42,0.8225406625732868
siglip2-so400m,tent,brightness_2,42,0.8241969957144342
siglip2-so400m,tent,brightness_3,42,0.8231165361754688
siglip2-so400m,tent,brightness_4,42,0.8235024522155365
siglip2-so400m,tent,brightness_5,42,0.8241328430665296
siglip2-so400m,tent,gaussian_noise_1,42,0.6921175346189891
siglip2-so400m,tent,gaussian_noise_2,42,0.5667741640630719
siglip2-so400m,tent,gaussian_noise_3,42,0.4899750503829819
siglip2-so400m,tent,gaussian_noise_4,42,0.4799226233581684
siglip2-so400m,tent,gaussian_noise_5,42,0.4546251821904675
siglip2-so400m,tent,jpeg_compression_1,42,0.567471261523175
siglip2-so400m,tent,jpeg_compression_2,42,0.5409329702668129
siglip2-so400m,tent,jpeg_compression_3,42,0.5729130205976077
siglip2-so400m,tent,jpeg_compression_4,42,0.4690070020955476
siglip2-so400m,tent,jpeg_compression_5,42,0.40515138166509435
siglip2-so400m,tent,motion_blur_1,42,0.5863835317789522
siglip2-so400m,tent,motion_blur_2,42,0.545039547891763
siglip2-so400m,tent,motion_blur_3,42,0.5370864367932139
siglip2-so400m,tent,motion_blur_4,42,0.5278627523197353
siglip2-so400m,tent,motion_blur_5,42,0.5767422389286277
siglip2-so400m,tent,brightness_1,123,0.8173580591217439
siglip2-so400m,tent,brightness_2,123,0.8188220950579943
siglip2-so400m,tent,brightness_3,123,0.8174507518396239
siglip2-so400m,tent,brightness_4,123,0.8125681138106541
siglip2-so400m,tent,brightness_5,123,0.8053638268165548
siglip2-so400m,tent,gaussian_noise_1,123,0.6654392532478055
siglip2-so400m,tent,gaussian_noise_2,123,0.525190478414833
siglip2-so400m,tent,gaussian_noise_3,123,0.444584502494206
siglip2-so400m,tent,gaussian_noise_4,123,0.47910306077927844
siglip2-so400m,tent,gaussian_noise_5,123,0.4651472478542395
siglip2-so400m,tent,jpeg_compression_1,123,0.5417509968970057
siglip2-so400m,tent,jpeg_compression_2,123,0.5139278220460222
siglip2-so400m,tent,jpeg_compression_3,123,0.5397436191091742
siglip2-so400m,tent,jpeg_compression_4,123,0.4461140886130767
siglip2-so400m,tent,jpeg_compression_5,123,0.39473176913737607
siglip2-so400m,tent,motion_blur_1,123,0.5714498508649829
siglip2-so400m,tent,motion_blur_2,123,0.5036727301626067
siglip2-so400m,tent,motion_blur_3,123,0.5104469693814009
siglip2-so400m,tent,motion_blur_4,123,0.5087408518566138
siglip2-so400m,tent,motion_blur_5,123,0.5616803777379292
siglip2-so400m,tent,brightness_1,2024,0.808402415555769
siglip2-so400m,tent,brightness_2,2024,0.8108564865164132
siglip2-so400m,tent,brightness_3,2024,0.8090523272431092
siglip2-so400m,tent,brightness_4,2024,0.8077922242161293
siglip2-so400m,tent,brightness_5,2024,0.801312342421177
siglip2-so400m,tent,gaussian_noise_1,2024,0.6519385946083143
siglip2-so400m,tent,gaussian_noise_2,2024,0.5060972966203726
siglip2-so400m,tent,gaussian_noise_3,2024,0.4212794859393762
siglip2-so400m,tent,gaussian_noise_4,2024,0.41451465440635143
siglip2-so400m,tent,gaussian_noise_5,2024,0.41626861405407134
siglip2-so400m,tent,jpeg_compression_1,2024,0.5519249067478347
siglip2-so400m,tent,jpeg_compression_2,2024,0.5052973039924687
siglip2-so400m,tent,jpeg_compression_3,2024,0.5278489823610677
siglip2-so400m,tent,jpeg_compression_4,2024,0.4284074577150743
siglip2-so400m,tent,jpeg_compression_5,2024,0.37435177934745584
siglip2-so400m,tent,motion_blur_1,2024,0.5603220186440094
siglip2-so400m,tent,motion_blur_2,2024,0.495766416384679
siglip2-so400m,tent,motion_blur_3,2024,0.5014052591087854
siglip2-so400m,tent,motion_blur_4,2024,0.4927355520386216
siglip2-so400m,tent,motion_blur_5,2024,0.5325365683004137
